model,condition,seed,DMS_id,MSA_Potts,Evo_Conservation,MSA_Conditioned,ESM_Masked,AR_PLM,xTrimoPGLM,Inverse_Folding,Struct_PLM,Struct_MSA_Hybrid,CNN_RNN
Qwen/Qwen3-14B,conflict_cot,1,NUSG_MYCTU_Tsuboyama_2023_2MI6,7.0,6.0,9.0,5.0,3.0,6.0,2.0,8.0,9.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,OBSCN_HUMAN_Tsuboyama_2023_1V1C,9.0,8.0,10.0,9.0,5.0,6.0,3.0,8.0,9.0,2.0
Qwen/Qwen3-14B,conflict_cot,1,ODP2_GEOSE_Tsuboyama_2023_1W4G,9.0,5.0,10.0,8.0,7.0,7.0,3.0,8.0,9.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,OPSD_HUMAN_Wan_2019,8.0,7.0,9.0,6.0,5.0,7.0,2.0,7.0,10.0,6.0
Qwen/Qwen3-14B,conflict_cot,1,OTC_HUMAN_Lo_2023,6.0,6.0,9.0,9.0,5.0,7.0,2.0,7.0,8.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,OTU7A_HUMAN_Tsuboyama_2023_2L2D,5.0,6.0,8.0,7.0,2.0,3.0,7.0,9.0,10.0,1.0
Qwen/Qwen3-14B,conflict_cot,1,OXDA_RHOTO_Vanella_2023_activity,8.0,8.0,9.0,7.0,7.0,7.0,2.0,8.0,9.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,OXDA_RHOTO_Vanella_2023_expression,7.0,6.0,10.0,9.0,7.0,7.0,2.0,4.0,8.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,P53_HUMAN_Giacomelli_2018_Null_Etoposide,4.0,6.0,6.0,9.0,5.0,7.0,3.0,8.0,9.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,P53_HUMAN_Giacomelli_2018_Null_Nutlin,4.0,5.0,5.0,9.0,7.0,8.0,3.0,6.0,9.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,P53_HUMAN_Giacomelli_2018_WT_Nutlin,3.0,5.0,4.0,9.0,7.0,8.0,5.0,8.0,9.0,2.0
Qwen/Qwen3-14B,conflict_cot,1,P53_HUMAN_Kotler_2018,4.0,5.0,8.0,9.0,3.0,6.0,2.0,8.0,7.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,P84126_THETH_Chan_2017,8.0,7.0,9.0,9.0,6.0,6.0,2.0,5.0,7.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,PABP_YEAST_Melamed_2013,7.0,6.0,10.0,9.0,7.0,6.0,3.0,7.0,8.0,2.0
Qwen/Qwen3-14B,conflict_cot,1,PAI1_HUMAN_Huttinger_2021,8.0,8.0,10.0,9.0,7.0,7.0,3.0,7.0,9.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,PA_I34A1_Wu_2015,7.0,8.0,8.0,2.0,6.0,5.0,5.0,6.0,8.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,PHOT_CHLRE_Chen_2023,7.0,6.0,9.0,7.0,6.0,6.0,4.0,8.0,10.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,PIN1_HUMAN_Tsuboyama_2023_1I6C,8.0,6.0,10.0,9.0,5.0,5.0,7.0,8.0,9.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,PITX2_HUMAN_Tsuboyama_2023_2L7M,10.0,9.0,10.0,7.0,6.0,5.0,3.0,10.0,8.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,PKN1_HUMAN_Tsuboyama_2023_1URF,4.0,6.0,8.0,7.0,5.0,5.0,9.0,8.0,8.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,POLG_CXB3N_Mattenberger_2021,6.0,9.0,8.0,7.0,8.0,9.0,2.0,6.0,9.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,POLG_DEN26_Suphatrakul_2023,3.0,8.0,9.0,2.0,3.0,6.0,4.0,5.0,9.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,POLG_HCVJF_Qi_2014,7.0,5.0,8.0,4.0,5.0,6.0,3.0,4.0,7.0,2.0
Qwen/Qwen3-14B,conflict_cot,1,POLG_PESV_Tsuboyama_2023_2MXD,7.0,5.0,9.0,4.0,2.0,6.0,5.0,5.0,8.0,8.0
Qwen/Qwen3-14B,conflict_cot,1,PPARG_HUMAN_Majithia_2016,8.0,7.0,10.0,8.0,5.0,7.0,2.0,7.0,9.0,6.0
Qwen/Qwen3-14B,conflict_cot,1,PPM1D_HUMAN_Miller_2022,3.0,5.0,9.0,8.0,7.0,8.0,2.0,6.0,5.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,PR40A_HUMAN_Tsuboyama_2023_1UZC,9.0,8.0,9.0,7.0,6.0,5.0,4.0,9.0,8.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,PRKN_HUMAN_Clausen_2023,9.0,7.0,8.0,7.0,6.0,7.0,4.0,6.0,9.0,2.0
Qwen/Qwen3-14B,conflict_cot,1,PSAE_PICP2_Tsuboyama_2023_1PSE,7.0,7.0,9.0,10.0,5.0,8.0,3.0,7.0,9.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,PTEN_HUMAN_Matreyek_2021,8.0,8.0,9.0,7.0,2.0,4.0,3.0,9.0,9.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,PTEN_HUMAN_Mighell_2018,7.0,7.0,9.0,8.0,3.0,5.0,4.0,8.0,9.0,6.0
Qwen/Qwen3-14B,conflict_cot,1,Q2N0S5_9HIV1_Haddox_2018,6.0,8.0,9.0,5.0,4.0,4.0,2.0,1.0,5.0,7.0
Qwen/Qwen3-14B,conflict_cot,1,Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,8.0,7.0,10.0,9.0,5.0,5.0,3.0,7.0,6.0,7.0
Qwen/Qwen3-14B,conflict_cot,1,Q53Z42_HUMAN_McShan_2019_expression,8.0,7.0,9.0,9.0,6.0,7.0,3.0,8.0,7.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,Q59976_STRSQ_Romero_2015,8.0,7.0,10.0,7.0,6.0,7.0,2.0,9.0,10.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,Q6WV12_9MAXI_Somermeyer_2022,3.0,2.0,4.0,6.0,5.0,5.0,7.0,8.0,9.0,7.0
Qwen/Qwen3-14B,conflict_cot,1,Q837P4_ENTFA_Meier_2023,8.0,7.0,9.0,7.0,2.0,6.0,1.0,8.0,9.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,Q837P5_ENTFA_Meier_2023,8.0,8.0,10.0,7.0,2.0,8.0,3.0,9.0,9.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,Q8WTC7_9CNID_Somermeyer_2022,4.0,2.0,5.0,8.0,7.0,9.0,6.0,8.0,9.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,R1AB_SARS2_Flynn_2022,6.0,5.0,9.0,2.0,3.0,5.0,4.0,6.0,10.0,1.0
Qwen/Qwen3-14B,conflict_cot,1,RAD_ANTMA_Tsuboyama_2023_2CJJ,6.0,6.0,9.0,7.0,5.0,7.0,3.0,8.0,9.0,2.0
Qwen/Qwen3-14B,conflict_cot,1,RAF1_HUMAN_Zinkus-Boltz_2019,5.0,6.0,8.0,7.0,5.0,6.0,2.0,9.0,7.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,RASH_HUMAN_Bandaru_2017,8.0,8.0,9.0,7.0,5.0,5.0,3.0,8.0,8.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,RASK_HUMAN_Weng_2022_abundance,9.0,8.0,10.0,7.0,6.0,7.0,3.0,9.0,8.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,RASK_HUMAN_Weng_2022_binding-DARPin_K55,9.0,7.0,10.0,8.0,5.0,7.0,3.0,9.0,7.0,6.0
Qwen/Qwen3-14B,conflict_cot,1,RBP1_HUMAN_Tsuboyama_2023_2KWH,6.0,7.0,9.0,7.0,3.0,5.0,4.0,8.0,10.0,2.0
Qwen/Qwen3-14B,conflict_cot,1,RCD1_ARATH_Tsuboyama_2023_5OAO,7.0,7.0,8.0,9.0,3.0,6.0,5.0,9.0,9.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,RCRO_LAMBD_Tsuboyama_2023_1ORC,9.0,8.0,10.0,7.0,2.0,6.0,3.0,5.0,7.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,RD23A_HUMAN_Tsuboyama_2023_1IFY,7.0,6.0,9.0,5.0,5.0,6.0,7.0,10.0,8.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,RDRP_I33A0_Li_2023,6.0,8.0,8.0,5.0,5.0,6.0,2.0,7.0,9.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,REV_HV1H2_Fernandes_2016,9.0,7.0,9.0,6.0,5.0,7.0,3.0,5.0,8.0,6.0
Qwen/Qwen3-14B,conflict_cot,1,RFAH_ECOLI_Tsuboyama_2023_2LCL,9.0,8.0,9.0,7.0,5.0,4.0,6.0,8.0,9.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,RL20_AQUAE_Tsuboyama_2023_1GYZ,9.0,8.0,9.0,7.0,6.0,5.0,4.0,8.0,9.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,RL40A_YEAST_Mavor_2016,7.0,6.0,9.0,9.0,5.0,3.0,2.0,6.0,7.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,RL40A_YEAST_Roscoe_2013,8.0,7.0,9.0,9.0,6.0,5.0,4.0,6.0,7.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,RL40A_YEAST_Roscoe_2014,7.0,6.0,10.0,9.0,5.0,3.0,2.0,6.0,7.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,RNC_ECOLI_Weeks_2023,9.0,8.0,10.0,9.0,5.0,6.0,3.0,7.0,8.0,6.0
Qwen/Qwen3-14B,conflict_cot,1,RPC1_BP434_Tsuboyama_2023_1R69,9.0,5.0,9.0,10.0,8.0,7.0,3.0,10.0,8.0,2.0
Qwen/Qwen3-14B,conflict_cot,1,RPC1_LAMBD_Li_2019_high-expression,7.0,7.0,10.0,9.0,3.0,3.0,2.0,5.0,9.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,RPC1_LAMBD_Li_2019_low-expression,7.0,7.0,9.0,9.0,5.0,5.0,3.0,8.0,9.0,6.0
Qwen/Qwen3-14B,conflict_cot,1,RS15_GEOSE_Tsuboyama_2023_1A32,9.0,8.0,10.0,7.0,3.0,4.0,2.0,6.0,8.0,1.0
Qwen/Qwen3-14B,conflict_cot,1,S22A1_HUMAN_Yee_2023_abundance,7.0,7.0,9.0,8.0,7.0,7.0,3.0,7.0,9.0,2.0
Qwen/Qwen3-14B,conflict_cot,1,S22A1_HUMAN_Yee_2023_activity,7.0,7.0,9.0,8.0,7.0,7.0,3.0,7.0,9.0,2.0
Qwen/Qwen3-14B,conflict_cot,1,SAV1_MOUSE_Tsuboyama_2023_2YSB,6.0,7.0,7.0,9.0,5.0,5.0,3.0,8.0,9.0,6.0
Qwen/Qwen3-14B,conflict_cot,1,SBI_STAAM_Tsuboyama_2023_2JVG,6.0,5.0,7.0,5.0,3.0,4.0,5.0,9.0,9.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,SC6A4_HUMAN_Young_2021,7.0,6.0,9.0,8.0,5.0,7.0,3.0,6.0,8.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,SCIN_STAAR_Tsuboyama_2023_2QFF,9.0,5.0,9.0,7.0,4.0,5.0,3.0,8.0,9.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,SCN5A_HUMAN_Glazer_2019,9.0,8.0,9.0,7.0,5.0,2.0,1.0,7.0,9.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,SDA_BACSU_Tsuboyama_2023_1PV0,9.0,8.0,9.0,7.0,3.0,6.0,8.0,10.0,9.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,SERC_HUMAN_Xie_2023,7.0,7.0,10.0,9.0,6.0,5.0,3.0,7.0,8.0,6.0
Qwen/Qwen3-14B,conflict_cot,1,SHOC2_HUMAN_Kwon_2022,7.0,6.0,9.0,8.0,6.0,7.0,3.0,8.0,9.0,2.0
Qwen/Qwen3-14B,conflict_cot,1,SOX30_HUMAN_Tsuboyama_2023_7JJK,9.0,8.0,10.0,8.0,5.0,4.0,3.0,9.0,8.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,SPA_STAAU_Tsuboyama_2023_1LP1,9.0,7.0,9.0,2.0,5.0,6.0,6.0,10.0,8.0,8.0
Qwen/Qwen3-14B,conflict_cot,1,SPG1_STRSG_Olson_2014,2.0,3.0,3.0,9.0,9.0,8.0,5.0,7.0,4.0,1.0
Qwen/Qwen3-14B,conflict_cot,1,SPG1_STRSG_Wu_2016,5.0,6.0,9.0,9.0,7.0,7.0,3.0,7.0,8.0,2.0
Qwen/Qwen3-14B,conflict_cot,1,SPG2_STRSG_Tsuboyama_2023_5UBS,7.0,7.0,9.0,9.0,8.0,4.0,8.0,9.0,8.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,SPIKE_SARS2_Starr_2020_binding,5.0,5.0,8.0,2.0,3.0,4.0,4.0,7.0,7.0,1.0
Qwen/Qwen3-14B,conflict_cot,1,SPIKE_SARS2_Starr_2020_expression,5.0,4.0,6.0,2.0,3.0,4.0,7.0,8.0,7.0,2.0
Qwen/Qwen3-14B,conflict_cot,1,SPTN1_CHICK_Tsuboyama_2023_1TUD,7.0,6.0,9.0,9.0,7.0,4.0,5.0,6.0,9.0,6.0
Qwen/Qwen3-14B,conflict_cot,1,SQSTM_MOUSE_Tsuboyama_2023_2RRU,8.0,7.0,9.0,8.0,4.0,5.0,3.0,9.0,8.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,SR43C_ARATH_Tsuboyama_2023_2N88,9.0,9.0,10.0,8.0,5.0,6.0,3.0,9.0,10.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,SRBS1_HUMAN_Tsuboyama_2023_2O2W,9.0,8.0,10.0,7.0,7.0,5.0,4.0,8.0,9.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,SRC_HUMAN_Ahler_2019,8.0,7.0,10.0,9.0,5.0,3.0,2.0,7.0,9.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,7.0,7.0,9.0,9.0,5.0,3.0,2.0,8.0,7.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,SRC_HUMAN_Nguyen_2022,9.0,8.0,10.0,8.0,5.0,4.0,3.0,9.0,7.0,2.0
Qwen/Qwen3-14B,conflict_cot,1,SUMO1_HUMAN_Weile_2017,8.0,6.0,9.0,9.0,6.0,7.0,3.0,9.0,9.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,SYUA_HUMAN_Newberry_2020,8.0,7.0,9.0,8.0,8.0,5.0,3.0,7.0,7.0,6.0
Qwen/Qwen3-14B,conflict_cot,1,TADBP_HUMAN_Bolognesi_2019,6.0,3.0,9.0,8.0,9.0,8.0,4.0,7.0,9.0,2.0
Qwen/Qwen3-14B,conflict_cot,1,TAT_HV1BR_Fernandes_2016,4.0,9.0,8.0,5.0,7.0,6.0,3.0,3.0,9.0,8.0
Qwen/Qwen3-14B,conflict_cot,1,TCRG1_MOUSE_Tsuboyama_2023_1E0L,5.0,6.0,7.0,9.0,4.0,5.0,7.0,10.0,9.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,THO1_YEAST_Tsuboyama_2023_2WQG,7.0,6.0,9.0,8.0,3.0,7.0,7.0,9.0,8.0,2.0
Qwen/Qwen3-14B,conflict_cot,1,TNKS2_HUMAN_Tsuboyama_2023_5JRT,9.0,8.0,10.0,7.0,5.0,4.0,3.0,9.0,9.0,6.0
Qwen/Qwen3-14B,conflict_cot,1,TPK1_HUMAN_Weile_2017,9.0,7.0,10.0,6.0,3.0,5.0,2.0,7.0,8.0,1.0
Qwen/Qwen3-14B,conflict_cot,1,TPMT_HUMAN_Matreyek_2018,7.0,6.0,9.0,9.0,5.0,6.0,3.0,7.0,8.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,TPOR_HUMAN_Bridgford_2020,3.0,3.0,9.0,8.0,8.0,7.0,2.0,8.0,5.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,TRPC_SACS2_Chan_2017,9.0,8.0,10.0,9.0,7.0,5.0,3.0,6.0,7.0,6.0
Qwen/Qwen3-14B,conflict_cot,1,TRPC_THEMA_Chan_2017,9.0,8.0,10.0,7.0,6.0,5.0,2.0,5.0,7.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,UBC9_HUMAN_Weile_2017,7.0,7.0,9.0,9.0,3.0,3.0,2.0,8.0,7.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,UBE4B_HUMAN_Tsuboyama_2023_3L1X,9.0,8.0,10.0,9.0,3.0,2.0,5.0,10.0,8.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,UBE4B_MOUSE_Starita_2013,5.0,5.0,9.0,9.0,3.0,4.0,1.0,4.0,5.0,2.0
Qwen/Qwen3-14B,conflict_cot,1,UBR5_HUMAN_Tsuboyama_2023_1I2T,9.0,6.0,10.0,7.0,6.0,5.0,3.0,8.0,9.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,VG08_BPP22_Tsuboyama_2023_2GP8,5.0,6.0,8.0,8.0,5.0,4.0,5.0,8.0,9.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,VILI_CHICK_Tsuboyama_2023_1YU5,9.0,8.0,10.0,7.0,3.0,6.0,2.0,9.0,10.0,4.0
Qwen/Qwen3-14B,conflict_cot,1,VKOR1_HUMAN_Chiasson_2020_abundance,7.0,6.0,9.0,9.0,4.0,6.0,3.0,5.0,8.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,VKOR1_HUMAN_Chiasson_2020_activity,7.0,7.0,9.0,9.0,5.0,6.0,3.0,8.0,9.0,7.0
Qwen/Qwen3-14B,conflict_cot,1,VRPI_BPT7_Tsuboyama_2023_2WNM,3.0,4.0,4.0,9.0,5.0,7.0,6.0,8.0,10.0,3.0
Qwen/Qwen3-14B,conflict_cot,1,YAIA_ECOLI_Tsuboyama_2023_2KVT,9.0,7.0,8.0,6.0,2.0,1.0,7.0,9.0,10.0,5.0
Qwen/Qwen3-14B,conflict_cot,1,YAP1_HUMAN_Araya_2012,4.0,6.0,9.0,9.0,5.0,6.0,4.0,8.0,5.0,6.0
Qwen/Qwen3-14B,conflict_cot,1,YNZC_BACSU_Tsuboyama_2023_2JVD,8.0,7.0,9.0,8.0,5.0,5.0,6.0,9.0,7.0,4.0
Qwen/Qwen3-14B,conflict_cot,2,A0A140D2T1_ZIKV_Sourisseau_2019,3.0,6.0,9.0,4.0,5.0,8.0,2.0,7.0,8.0,4.0
Qwen/Qwen3-14B,conflict_cot,2,A0A192B1T2_9HIV1_Haddox_2018,8.0,7.0,9.0,6.0,7.0,6.0,2.0,2.0,7.0,7.0
Qwen/Qwen3-14B,conflict_cot,2,A0A1I9GEU1_NEIME_Kennouche_2019,8.0,7.0,9.0,9.0,6.0,3.0,2.0,7.0,7.0,6.0
Qwen/Qwen3-14B,conflict_cot,2,A0A247D711_LISMN_Stadelmann_2021,2.0,3.0,9.0,8.0,7.0,6.0,5.0,9.0,7.0,4.0
Qwen/Qwen3-14B,conflict_cot,2,A0A2Z5U3Z0_9INFA_Doud_2016,7.0,9.0,10.0,6.0,6.0,7.0,2.0,5.0,8.0,3.0
Qwen/Qwen3-14B,conflict_cot,2,A0A2Z5U3Z0_9INFA_Wu_2014,5.0,8.0,7.0,6.0,5.0,6.0,3.0,4.0,7.0,4.0
Qwen/Qwen3-14B,conflict_cot,2,A4D664_9INFA_Soh_2019,2.0,7.0,6.0,3.0,5.0,6.0,4.0,8.0,9.0,7.0
Qwen/Qwen3-14B,conflict_cot,2,A4GRB6_PSEAI_Chen_2020,7.0,6.0,9.0,9.0,8.0,7.0,3.0,5.0,8.0,4.0
Qwen/Qwen3-14B,conflict_cot,2,A4_HUMAN_Seuma_2022,2.0,4.0,9.0,9.0,5.0,5.0,1.0,6.0,8.0,3.0
Qwen/Qwen3-14B,conflict_cot,2,AACC1_PSEAI_Dandage_2018,7.0,7.0,10.0,8.0,7.0,7.0,2.0,8.0,9.0,3.0
Qwen/Qwen3-14B,conflict_cot,2,ACE2_HUMAN_Chan_2020,7.0,6.0,9.0,8.0,5.0,7.0,3.0,6.0,8.0,7.0
Qwen/Qwen3-14B,conflict_cot,2,ADRB2_HUMAN_Jones_2020,7.0,6.0,10.0,10.0,5.0,6.0,2.0,4.0,7.0,3.0
Qwen/Qwen3-14B,conflict_cot,2,AICDA_HUMAN_Gajula_2014_3cycles,8.0,7.0,9.0,6.0,5.0,5.0,4.0,4.0,7.0,7.0
Qwen/Qwen3-14B,conflict_cot,2,AMFR_HUMAN_Tsuboyama_2023_4G3O,9.0,8.0,9.0,7.0,3.0,6.0,8.0,10.0,9.0,2.0
Qwen/Qwen3-14B,conflict_cot,2,AMIE_PSEAE_Wrenbeck_2017,9.0,8.0,10.0,7.0,5.0,7.0,4.0,6.0,9.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,ANCSZ_Hobbs_2022,8.0,7.0,9.0,7.0,6.0,7.0,3.0,6.0,8.0,2.0
Qwen/Qwen3-14B,conflict_cot,2,ARGR_ECOLI_Tsuboyama_2023_1AOY,7.0,9.0,10.0,8.0,5.0,5.0,3.0,7.0,8.0,4.0
Qwen/Qwen3-14B,conflict_cot,2,B2L11_HUMAN_Dutta_2010_binding-Mcl-1,2.0,3.0,3.0,9.0,9.0,7.0,6.0,8.0,3.0,1.0
Qwen/Qwen3-14B,conflict_cot,2,BBC1_YEAST_Tsuboyama_2023_1TG0,7.0,6.0,9.0,7.0,6.0,5.0,3.0,8.0,9.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,BCHB_CHLTE_Tsuboyama_2023_2KRU,7.0,5.0,9.0,8.0,6.0,6.0,3.0,9.0,8.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,BLAT_ECOLX_Deng_2012,9.0,8.0,9.0,7.0,3.0,6.0,5.0,10.0,9.0,2.0
Qwen/Qwen3-14B,conflict_cot,2,BLAT_ECOLX_Firnberg_2014,9.0,8.0,9.0,7.0,3.0,5.0,4.0,9.0,9.0,2.0
Qwen/Qwen3-14B,conflict_cot,2,BLAT_ECOLX_Jacquier_2013,7.0,6.0,9.0,8.0,3.0,6.0,4.0,9.0,9.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,BLAT_ECOLX_Stiffler_2015,9.0,8.0,9.0,7.0,5.0,6.0,4.0,7.0,8.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,BRCA1_HUMAN_Findlay_2018,5.0,6.0,8.0,9.0,4.0,7.0,2.0,6.0,7.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,BRCA2_HUMAN_Erwood_2022_HEK293T,4.0,5.0,5.0,9.0,9.0,9.0,1.0,3.0,7.0,3.0
Qwen/Qwen3-14B,conflict_cot,2,C6KNH7_9INFA_Lee_2018,6.0,9.0,7.0,6.0,7.0,6.0,3.0,5.0,9.0,4.0
Qwen/Qwen3-14B,conflict_cot,2,CALM1_HUMAN_Weile_2017,9.0,7.0,9.0,7.0,6.0,3.0,3.0,8.0,7.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,CAPSD_AAV2S_Sinai_2021,9.0,9.0,8.0,5.0,4.0,5.0,3.0,8.0,7.0,6.0
Qwen/Qwen3-14B,conflict_cot,2,CAR11_HUMAN_Meitlis_2020_gof,2.0,5.0,9.0,8.0,6.0,9.0,3.0,5.0,6.0,2.0
Qwen/Qwen3-14B,conflict_cot,2,CAR11_HUMAN_Meitlis_2020_lof,3.0,5.0,7.0,9.0,8.0,9.0,2.0,6.0,5.0,1.0
Qwen/Qwen3-14B,conflict_cot,2,CAS9_STRP1_Spencer_2017_positive,9.0,7.0,10.0,8.0,7.0,6.0,3.0,5.0,9.0,2.0
Qwen/Qwen3-14B,conflict_cot,2,CASP3_HUMAN_Roychowdhury_2020,7.0,6.0,9.0,9.0,5.0,6.0,2.0,8.0,8.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,CASP7_HUMAN_Roychowdhury_2020,7.0,6.0,10.0,9.0,5.0,6.0,3.0,7.0,8.0,2.0
Qwen/Qwen3-14B,conflict_cot,2,CATR_CHLRE_Tsuboyama_2023_2AMI,9.0,8.0,9.0,9.0,7.0,8.0,6.0,9.0,8.0,2.0
Qwen/Qwen3-14B,conflict_cot,2,CBPA2_HUMAN_Tsuboyama_2023_1O6X,9.0,8.0,10.0,9.0,5.0,7.0,6.0,8.0,10.0,4.0
Qwen/Qwen3-14B,conflict_cot,2,CBS_HUMAN_Sun_2020,8.0,8.0,10.0,9.0,5.0,7.0,2.0,6.0,7.0,1.0
Qwen/Qwen3-14B,conflict_cot,2,CBX4_HUMAN_Tsuboyama_2023_2K28,9.0,8.0,10.0,9.0,7.0,8.0,4.0,7.0,8.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,CCDB_ECOLI_Adkar_2012,7.0,7.0,9.0,8.0,3.0,6.0,5.0,7.0,9.0,4.0
Qwen/Qwen3-14B,conflict_cot,2,CCDB_ECOLI_Tripathi_2016,6.0,6.0,9.0,8.0,2.0,7.0,3.0,7.0,9.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,CCR5_HUMAN_Gill_2023,9.0,8.0,10.0,7.0,7.0,7.0,3.0,8.0,9.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,CD19_HUMAN_Klesmith_2019_FMC_singles,3.0,4.0,3.0,8.0,5.0,9.0,6.0,9.0,10.0,2.0
Qwen/Qwen3-14B,conflict_cot,2,CP2C9_HUMAN_Amorosi_2021_abundance,9.0,8.0,10.0,9.0,7.0,6.0,3.0,8.0,8.0,7.0
Qwen/Qwen3-14B,conflict_cot,2,CP2C9_HUMAN_Amorosi_2021_activity,8.0,7.0,10.0,9.0,6.0,6.0,3.0,7.0,7.0,5.0
Qwen/Qwen3-14B,conflict_cot,2,CSN4_MOUSE_Tsuboyama_2023_1UFM,9.0,7.0,9.0,6.0,5.0,5.0,4.0,8.0,7.0,3.0
Qwen/Qwen3-14B,conflict_cot,2,CUE1_YEAST_Tsuboyama_2023_2MYX,9.0,8.0,10.0,7.0,2.0,6.0,3.0,8.0,9.0,4.0
Qwen/Qwen3-14B,conflict_cot,2,D7PM05_CLYGR_Somermeyer_2022,3.0,2.0,4.0,5.0,3.0,4.0,6.0,8.0,7.0,1.0
Qwen/Qwen3-14B,conflict_cot,2,DLG4_HUMAN_Faure_2021,7.0,7.0,10.0,7.0,5.0,5.0,2.0,9.0,7.0,1.0
Qwen/Qwen3-14B,conflict_cot,2,DLG4_RAT_McLaughlin_2012,5.0,6.0,9.0,8.0,4.0,7.0,3.0,9.0,7.0,2.0
Qwen/Qwen3-14B,conflict_cot,2,DN7A_SACS2_Tsuboyama_2023_1JIC,7.0,3.0,8.0,6.0,2.0,5.0,7.0,9.0,8.0,4.0
Qwen/Qwen3-14B,conflict_cot,2,DNJA1_HUMAN_Tsuboyama_2023_2LO1,9.0,8.0,10.0,8.0,7.0,5.0,3.0,9.0,8.0,6.0
Qwen/Qwen3-14B,conflict_cot,2,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,7.0,6.0,8.0,5.0,3.0,6.0,7.0,9.0,9.0,4.0
Qwen/Qwen3-14B,conflict_cot,2,DYR_ECOLI_Nguyen_2023,8.0,8.0,10.0,7.0,5.0,7.0,2.0,9.0,10.0,4.0
